SIN(s),SERVICE PROPOSED (e.g. Job Title/Task),MINIMUM EDUCATION/ CERTIFICATION LEVEL,MINIMUM YEARS OF EXPERIENCE,"UNIT OF ISSUE (e.g. Hour, Task, Sq ft)",PRICE OFFERED TO GSA (including IFF),CONTRACT NUMBER,VENDOR NAME,BUSINESS SIZE,SCHEDULE,WORKSITE,CURRENT CONTRACT YEAR,CONTRACT START DATE,CONTRACT END DATE
132-51,Graphic Designer 2,Associates,6,Hour,$77.88,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,Graphic Designer 2,Associates,6,Hour,$79.36,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,Helpdesk Manager,Bachelors,10,Hour,$96.42,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,Helpdesk Manager,Bachelors,10,Hour,$98.25,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,Helpdesk Manager,Bachelors,10,Hour,$100.12,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,Helpdesk Manager,Bachelors,10,Hour,$102.02,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,Helpdesk Manager,Bachelors,10,Hour,$103.96,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,Helpdesk Technician,Bachelors,2,Hour,$80.41,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,Helpdesk Technician,Bachelors,2,Hour,$81.94,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,Helpdesk Technician,Bachelors,2,Hour,$83.50,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,Helpdesk Technician,Bachelors,2,Hour,$85.08,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,Helpdesk Technician,Bachelors,2,Hour,$86.70,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,IT Specialist 1,Bachelors,2,Hour,$48.85,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,IT Specialist 1,Bachelors,2,Hour,$49.78,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,IT Specialist 1,Bachelors,2,Hour,$50.73,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,IT Specialist 1,Bachelors,2,Hour,$51.69,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,IT Specialist 1,Bachelors,2,Hour,$52.67,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,IT Specialist 2,Bachelors,5,Hour,$81.69,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,IT Specialist 2,Bachelors,5,Hour,$83.24,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,IT Specialist 2,Bachelors,5,Hour,$84.82,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,IT Specialist 2,Bachelors,5,Hour,$86.44,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,IT Specialist 2,Bachelors,5,Hour,$88.08,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,IT Specialist  3,Bachelors,8,Hour,$155.82,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,IT Specialist  3,Bachelors,8,Hour,$158.78,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,IT Specialist  3,Bachelors,8,Hour,$161.79,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,IT Specialist  3,Bachelors,8,Hour,$164.87,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,IT Specialist  3,Bachelors,8,Hour,$168.00,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,Network / System Admin 1,Bachelors,2,Hour,$71.58,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,Network / System Admin 1,Bachelors,2,Hour,$72.94,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,Network / System Admin 1,Bachelors,2,Hour,$74.33,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,Network / System Admin 1,Bachelors,2,Hour,$75.74,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,Network / System Admin 1,Bachelors,2,Hour,$77.18,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,Network / System Admin 2,Bachelors,4,Hour,$90.42,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,Network / System Admin 2,Bachelors,4,Hour,$92.14,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,Network / System Admin 2,Bachelors,4,Hour,$93.89,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,Network / System Admin 2,Bachelors,4,Hour,$95.67,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,Network / System Admin 2,Bachelors,4,Hour,$97.49,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,Network / System Admin 3,Masters,7,Hour,$131.24,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,Network / System Admin 3,Masters,7,Hour,$133.73,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,Network / System Admin 3,Masters,7,Hour,$136.28,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,Network / System Admin 3,Masters,7,Hour,$138.86,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,Network / System Admin 3,Masters,7,Hour,$141.50,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,Program / Project Manager,Masters,7,Hour,$129.67,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,Program / Project Manager,Masters,7,Hour,$132.13,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,Program / Project Manager,Masters,7,Hour,$134.64,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,Program / Project Manager,Masters,7,Hour,$137.20,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,Program / Project Manager,Masters,7,Hour,$139.80,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,Senior Program / Sr. Project Manager,Masters,15,Hour,$167.33,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,Senior Program / Sr. Project Manager,Masters,15,Hour,$170.51,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,Senior Program / Sr. Project Manager,Masters,15,Hour,$173.75,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,Senior Program / Sr. Project Manager,Masters,15,Hour,$177.05,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,Senior Program / Sr. Project Manager,Masters,15,Hour,$180.42,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 1,Masters,10,Hour,$128.02,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 1,Masters,10,Hour,$130.45,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 1,Masters,10,Hour,$132.93,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 1,Masters,10,Hour,$135.46,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 1,Masters,10,Hour,$138.03,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 2,Masters,15,Hour,$160.87,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 2,Masters,15,Hour,$163.92,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 2,Masters,15,Hour,$167.04,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 2,Masters,15,Hour,$170.21,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 2,Masters,15,Hour,$173.44,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 3,Masters,20,Hour,$185.29,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 3,Masters,20,Hour,$188.81,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 3,Masters,20,Hour,$192.40,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 3,Masters,20,Hour,$196.06,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,Subject Matt. Expert 3,Masters,20,Hour,$199.78,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,System Analyst 1,Bachelors,4,Hour,$73.89,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,System Analyst 1,Bachelors,4,Hour,$75.29,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,System Analyst 1,Bachelors,4,Hour,$76.73,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,System Analyst 1,Bachelors,4,Hour,$78.18,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,System Analyst 1,Bachelors,4,Hour,$79.67,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,System Analyst 2,Bachelors,6,Hour,$90.06,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,System Analyst 2,Bachelors,6,Hour,$91.78,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,System Analyst 2,Bachelors,6,Hour,$93.52,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,System Analyst 2,Bachelors,6,Hour,$95.30,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,System Analyst 2,Bachelors,6,Hour,$97.11,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,System Analyst 3,Bachelors,10,Hour,$107.01,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,System Analyst 3,Bachelors,10,Hour,$109.05,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,System Analyst 3,Bachelors,10,Hour,$111.12,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,System Analyst 3,Bachelors,10,Hour,$113.23,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,System Analyst 3,Bachelors,10,Hour,$115.38,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,Technical Writer,Bachelors,5,Hour,$67.71,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,Technical Writer,Bachelors,5,Hour,$69.00,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,Technical Writer,Bachelors,5,Hour,$70.31,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,Technical Writer,Bachelors,5,Hour,$71.64,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,Technical Writer,Bachelors,5,Hour,$73.00,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,web Developer 1,Bachelors,2,Hour,$80.56,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,web Developer 1,Bachelors,2,Hour,$82.09,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,web Developer 1,Bachelors,2,Hour,$83.65,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,web Developer 1,Bachelors,2,Hour,$85.24,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,web Developer 1,Bachelors,2,Hour,$86.86,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,web Developer 2,Bachelors,4,Hour,$114.43,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,web Developer 2,Bachelors,4,Hour,$116.61,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,web Developer 2,Bachelors,4,Hour,$118.82,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,web Developer 2,Bachelors,4,Hour,$121.08,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,web Developer 2,Bachelors,4,Hour,$123.38,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,web Developer 3,Bachelors,6,Hour,$124.28,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,2/4/2015,2/3/2020
132-51,web Developer 3,Bachelors,6,Hour,$126.64,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,2/4/2015,2/3/2020
132-51,web Developer 3,Bachelors,6,Hour,$129.04,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,2/4/2015,2/3/2020
132-51,web Developer 3,Bachelors,6,Hour,$131.50,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,2/4/2015,2/3/2020
132-51,web Developer 3,Bachelors,6,Hour,$133.99,GS-35F-168CA,"BLH TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,2/4/2015,2/3/2020
132-51,Business Process/Requirements SME,Bachelors,8,Hour,$138.84,GS-35F-275CA,"BLUEPRINT CONSULTING SERVICES, LLC",S,IT Schedule 70,Customer,1,4/16/2015,4/14/2020
132-51,IT Consultant ll,Bachelors,7,Hour,$100.20,GS-35F-275CA,"BLUEPRINT CONSULTING SERVICES, LLC",S,IT Schedule 70,Customer,1,4/19/2015,4/14/2020
132-51,IT Project Analyst,Bachelors,5,Hour,$112.12,GS-35F-275CA,"BLUEPRINT CONSULTING SERVICES, LLC",S,IT Schedule 70,Customer,1,4/18/2015,4/14/2020
132-51,Junior System/Business Analyst,Bachelors,2,Hour,$53.58,GS-35F-275CA,"BLUEPRINT CONSULTING SERVICES, LLC",S,IT Schedule 70,Customer,1,4/28/2015,4/14/2020
132-51,Mid Database Developer/Administrator,Bachelors,4,Hour,$83.04,GS-35F-275CA,"BLUEPRINT CONSULTING SERVICES, LLC",S,IT Schedule 70,Customer,1,4/24/2015,4/14/2020
132-51,Mid Software Developer,Bachelors,4,Hour,$72.81,GS-35F-275CA,"BLUEPRINT CONSULTING SERVICES, LLC",S,IT Schedule 70,Customer,1,4/23/2015,4/14/2020
132-51,Mid Technical Architect,Bachelors,5,Hour,$96.52,GS-35F-275CA,"BLUEPRINT CONSULTING SERVICES, LLC",S,IT Schedule 70,Customer,1,4/20/2015,4/14/2020
132-51,Project Manager ll,Bachelors,6,Hour,$118.95,GS-35F-275CA,"BLUEPRINT CONSULTING SERVICES, LLC",S,IT Schedule 70,Customer,1,4/17/2015,4/14/2020
132-51,QA TESTER l,Bachelors,3,Hour,$61.50,GS-35F-275CA,"BLUEPRINT CONSULTING SERVICES, LLC",S,IT Schedule 70,Customer,1,4/26/2015,4/14/2020
132-51,QA Tester lll,Bachelors,5,Hour,$84.10,GS-35F-275CA,"BLUEPRINT CONSULTING SERVICES, LLC",S,IT Schedule 70,Customer,1,4/25/2015,4/14/2020
132-51,Senior Business/Systems Analyst,Bachelors,7,Hour,$90.90,GS-35F-275CA,"BLUEPRINT CONSULTING SERVICES, LLC",S,IT Schedule 70,Customer,1,4/21/2015,4/14/2020
132-51,Senior Consultant,Bachelors,10,Hour,$146.34,GS-35F-275CA,"BLUEPRINT CONSULTING SERVICES, LLC",S,IT Schedule 70,Customer,1,4/15/2015,4/14/2020
132-51,Senior Software Developer,Bachelors,7,Hour,$90.74,GS-35F-275CA,"BLUEPRINT CONSULTING SERVICES, LLC",S,IT Schedule 70,Customer,1,4/22/2015,4/14/2020
132-51,Training Coordinat,Bachelors,2,Hour,$53.72,GS-35F-275CA,"BLUEPRINT CONSULTING SERVICES, LLC",S,IT Schedule 70,Customer,1,4/27/2015,4/14/2020
132-51,IT Business Systems Analyst,Bachelors,3,Hour,$85.64,GS-35F-148CA,BPA INCORPORATED,S,IT Schedule 70,Customer,1,1/23/2015,1/24/2020
132-51,Quality Assurance Analyst,Bachelors,5,Hour,$81.61,GS-35F-148CA,BPA INCORPORATED,S,IT Schedule 70,Customer,1,1/23/2015,1/24/2020
132-51,Senior Project Manager,Masters,10,Hour,$120.91,GS-35F-148CA,BPA INCORPORATED,S,IT Schedule 70,Customer,1,1/23/2015,1/24/2020
132-51,Analyst 1,Bachelors,0,Hour,$64.17,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,1,8/13/2015,8/12/2020
132-51,Analyst 1,Bachelors,0,Hour,$66.10,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,2,8/13/2015,8/12/2020
132-51,Analyst 1,Bachelors,0,Hour,$68.08,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,3,8/13/2015,8/12/2020
132-51,Analyst 1,Bachelors,0,Hour,$70.12,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,4,8/13/2015,8/12/2020
132-51,Analyst 1,Bachelors,0,Hour,$72.22,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,5,8/13/2015,8/12/2020
132-51,Analyst 2,Bachelors,1,Hour,$77.80,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,1,8/13/2015,8/12/2020
132-51,Analyst 2,Bachelors,1,Hour,$80.13,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,2,8/13/2015,8/12/2020
132-51,Analyst 2,Bachelors,1,Hour,$82.54,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,3,8/13/2015,8/12/2020
132-51,Analyst 2,Bachelors,1,Hour,$85.01,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,4,8/13/2015,8/12/2020
132-51,Analyst 2,Bachelors,1,Hour,$87.56,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,5,8/13/2015,8/12/2020
132-51,Analyst 3,Bachelors,2,Hour,$89.27,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,1,8/13/2015,8/12/2020
132-51,Analyst 3,Bachelors,2,Hour,$91.95,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,2,8/13/2015,8/12/2020
132-51,Analyst 3,Bachelors,2,Hour,$94.71,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,3,8/13/2015,8/12/2020
132-51,Analyst 3,Bachelors,2,Hour,$97.55,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,4,8/13/2015,8/12/2020
132-51,Analyst 3,Bachelors,2,Hour,$97.55,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,5,8/13/2015,8/12/2020
132-51,Analyst 4,Bachelors,3,Hour,$97.35,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,1,8/13/2015,8/12/2020
132-51,Analyst 4,Bachelors,3,Hour,$100.27,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,2,8/13/2015,8/12/2020
132-51,Analyst 4,Bachelors,3,Hour,$103.28,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,3,8/13/2015,8/12/2020
132-51,Analyst 4,Bachelors,3,Hour,$106.38,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,4,8/13/2015,8/12/2020
132-51,Analyst 4,Bachelors,3,Hour,$109.57,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,5,8/13/2015,8/12/2020
132-51,Consultant 1,Bachelors,2,Hour,$100.39,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,1,8/13/2015,8/12/2020
132-51,Consultant 1,Bachelors,2,Hour,$103.40,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,2,8/13/2015,8/12/2020
132-51,Consultant 1,Bachelors,2,Hour,$106.50,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,3,8/13/2015,8/12/2020
132-51,Consultant 1,Bachelors,2,Hour,$109.70,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,4,8/13/2015,8/12/2020
132-51,Consultant 1,Bachelors,2,Hour,$112.99,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,5,8/13/2015,8/12/2020
132-51,Consultant 2,Bachelors,3,Hour,$106.90,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,1,8/13/2015,8/12/2020
132-51,Consultant 2,Bachelors,3,Hour,$110.11,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,2,8/13/2015,8/12/2020
132-51,Consultant 2,Bachelors,3,Hour,$113.41,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,3,8/13/2015,8/12/2020
132-51,Consultant 2,Bachelors,3,Hour,$116.81,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,4,8/13/2015,8/12/2020
132-51,Consultant 2,Bachelors,3,Hour,$120.32,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,5,8/13/2015,8/12/2020
132-51,Consultant 3,Bachelors,4,Hour,$111.71,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,1,8/13/2015,8/12/2020
132-51,Consultant 3,Bachelors,4,Hour,$115.06,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,2,8/13/2015,8/12/2020
132-51,Consultant 3,Bachelors,4,Hour,$118.51,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,3,8/13/2015,8/12/2020
132-51,Consultant 3,Bachelors,4,Hour,$122.07,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,4,8/13/2015,8/12/2020
132-51,Consultant 3,Bachelors,4,Hour,$125.73,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,5,8/13/2015,8/12/2020
132-51,Consultant 4,Bachelors,5,Hour,$117.40,GS-35F-461CA,BRAVIUM CONSULTING INC.,S,IT Schedule 70,Both,1,8/13/2015,8/12/2020
